타차자, 53, 171
자나사, 70, 167
다바다, 99, 163
카파타, 61, 150
사자나, 41, 182
바타타, 70, 140
차하사, 56, 155
자마차, 99, 184
마라마, 68, 198
라다자, 45, 151
라타바, 65, 197
나라카, 89, 178
아가가, 63, 168
라카가, 81, 189
라마카, 54, 158
차아자, 72, 167
하가파, 47, 179
파마나, 72, 142
자다타, 61, 187
다자마, 92, 150
라자사, 60, 161
하사카, 55, 179
차아바, 85, 175
아파가, 63, 184
카가카, 61, 169
마가마, 94, 188
아파아, 73, 166
아마차, 87, 183
마바다, 83, 186
바카나, 51, 192
타타나, 84, 183
바다바, 61, 152
사마파, 61, 194
바타마, 75, 170
차바하, 40, 194
파아파, 85, 153
마다다, 81, 150
라아카, 55, 165
라하자, 52, 166
다차하, 94, 140
가가라, 75, 164
라라라, 90, 196
타다바, 56, 156
마카사, 41, 199
가하자, 83, 194
다마파, 69, 164
자자가, 76, 162
카아바, 94, 171
다마다, 63, 161
바아라, 94, 174
라바자, 88, 179
타자다, 92, 196
가파마, 56, 177
파차바, 70, 187
자차사, 61, 152
아자가, 58, 193
다라아, 54, 171
하사사, 88, 152
바파마, 80, 164
다사마, 91, 148
아아아, 51, 168
차카바, 43, 162
카타아, 76, 144
사하아, 41, 148
마카가, 67, 150
라카바, 77, 188
나자다, 83, 195
나타하, 64, 161
카라바, 87, 144
타자타, 47, 175
하마카, 53, 199
다다카, 42, 167
아타타, 90, 170
바라차, 75, 159
사자타, 88, 170
아타라, 98, 151
라하라, 60, 193
하카카, 94, 199
파하라, 73, 174
카자사, 95, 184
자차카, 51, 144
타타하, 58, 147
다파파, 60, 172
카나차, 97, 146
사마차, 92, 191
하바바, 89, 144
차나아, 87, 160
차사사, 58, 164
자바파, 57, 182
라카다, 47, 194
자마하, 92, 187
파파파, 86, 173
카자차, 40, 180
가바사, 97, 143
아라하, 43, 154
하가나, 63, 170
파타나, 63, 176
다나라, 52, 147
바자아, 53, 143
다파차, 41, 186
타파다, 80, 140
자아타, 86, 182
자차가, 83, 156
파타라, 45, 184
다차사, 77, 193
자아다, 85, 159
타카다, 60, 158
마아가, 94, 169
차라카, 52, 158
아아아, 88, 167
사자나, 80, 141
사다타, 67, 142
나카바, 81, 198
차자나, 74, 150
바사다, 94, 140
카카마, 41, 152
마파차, 87, 179
카바라, 88, 155
나가가, 54, 151
라바타, 86, 140
카사사, 52, 189
가자하, 71, 144
하나하, 46, 171
사타타, 86, 189
마가자, 85, 192
차나하, 71, 178
라나차, 55, 157
나차가, 52, 166
라사아, 76, 176
라하마, 77, 188
하사마, 97, 180
파차라, 49, 166
카자타, 91, 149
바타하, 42, 180
사아마, 40, 150
마카나, 43, 174
가사카, 54, 182
자다자, 96, 185
마나다, 52, 143
아나마, 98, 187
차다타, 55, 197
라타가, 70, 177
카자사, 72, 145
바하나, 90, 162
타사다, 74, 165
하아하, 92, 182
다하나, 56, 199
차파다, 79, 192
하파차, 56, 160
타나파, 96, 165
아다바, 89, 163
다라사, 95, 146
바마라, 51, 143
라가라, 43, 151
마나사, 63, 189
바바차, 66, 162
가바다, 47, 149
다차카, 69, 183
마라마, 41, 145
라마라, 47, 176
자라마, 86, 153
사차하, 94, 175
파바다, 97, 156
바사사, 71, 163
바카다, 73, 153
라타바, 46, 146
바타차, 84, 142
타파카, 59, 155
카타아, 60, 195
차마사, 88, 157
마바바, 96, 164
나사라, 45, 154
라파파, 84, 190
가타차, 59, 188
가가차, 82, 184
파하파, 71, 171
나사라, 63, 194
카사카, 78, 150
자가사, 62, 195
하하나, 97, 143
자파바, 75, 164
파바파, 57, 155
하하아, 65, 157
바하하, 90, 190
마다타, 76, 153
하마사, 86, 191
나라파, 54, 167
사나라, 89, 185
사사라, 98, 194
사나다, 73, 141
파파타, 56, 165
차자카, 55, 180
차아다, 41, 143
하바아, 51, 155
차다카, 90, 140
라마파, 98, 162
사자파, 63, 151
라카카, 63, 163
카카마, 77, 182
마다카, 64, 188
아아하, 88, 150
라타사, 78, 177
자바바, 47, 190
가바다, 58, 164
마아사, 86, 154
가자하, 71, 152
차파마, 60, 161
하타마, 61, 148
파다가, 87, 167
하하바, 57, 181
사나파, 99, 141
아나자, 76, 170
사파가, 62, 169
자아하, 80, 189
차바카, 99, 186
가나바, 65, 165
나마차, 59, 164
자라라, 59, 183
다나파, 54, 145
자마사, 69, 141
가다파, 48, 176
나라차, 91, 152
자다마, 74, 173
마나차, 72, 146
바가타, 91, 165
차아파, 88, 187
마마카, 58, 169
하가타, 71, 140
파마가, 68, 164
다타아, 72, 141
라아가, 41, 199
마마차, 46, 148
차차하, 72, 150
카카나, 85, 185
가나마, 94, 183
타차나, 84, 153
나라차, 48, 198
차다자, 88, 186
마다카, 64, 188
마차하, 82, 179
나라다, 89, 195
자차타, 41, 183
바사사, 46, 184
마파다, 43, 155
라다타, 71, 171
나파카, 51, 175
타파하, 56, 192
하나자, 46, 185
타파자, 64, 158
라아파, 88, 179
차나하, 44, 187
마자차, 42, 164
마라라, 43, 141
파차하, 53, 195
라자가, 83, 191
자가다, 98, 189
자파바, 77, 177
하차하, 82, 167
타사바, 96, 148
하타라, 53, 148
타차파, 44, 182
차하파, 91, 181
자바바, 75, 145
아차가, 60, 181
자가자, 83, 169
파바하, 79, 175
아라아, 78, 151
차타사, 64, 177
타사파, 62, 168
차차마, 76, 181
사하타, 68, 199
카하나, 78, 193
마파라, 87, 173
자다바, 72, 186
타자자, 88, 183
자카라, 52, 145
하자아, 42, 172
차나타, 74, 199
카마타, 67, 193
나아타, 88, 140
아사하, 47, 163
바카파, 49, 153
자카마, 81, 177
사파파, 87, 179
파사마, 41, 197
타마사, 80, 184
아차카, 61, 143
자바차, 65, 189
가카차, 43, 195
파카아, 82, 193
하바마, 99, 175
타카바, 49, 179
자사파, 58, 168
아가타, 99, 154
마마사, 96, 170
카사타, 86, 148
차타바, 73, 191
하하타, 89, 152
마하타, 53, 185
가아카, 65, 171
파아마, 76, 165
바파바, 78, 147
가라나, 98, 179
바파하, 59, 186
파타바, 94, 144
타나나, 92, 183
자차카, 83, 153
가아가, 43, 173
바라나, 46, 196
사사마, 71, 168
아자라, 91, 143
타아카, 56, 172
자아사, 80, 149
나아마, 76, 174
카카바, 90, 190
차바사, 79, 170
다타자, 81, 170
나타마, 94, 177
차가타, 97, 196
다타나, 53, 157
사가다, 98, 152
자카바, 67, 190
마바사, 77, 158
하아사, 65, 167
타파차, 58, 149
나파자, 64, 177
라마바, 67, 140
카차마, 76, 177
마마바, 53, 158
바차마, 93, 142
바타마, 47, 196
나나나, 76, 174
아마자, 92, 185
타라라, 48, 190
가카자, 72, 198
파파나, 86, 194
가아가, 43, 141
하자자, 64, 189
자바카, 40, 148
아라파, 40, 163
자바마, 68, 162
바타바, 97, 185
하사카, 66, 146
파타하, 63, 174
나카파, 56, 140
사가가, 80, 172
하다하, 74, 158
카라다, 52, 192
마바하, 79, 166
바나마, 65, 155
파하라, 40, 142
마파카, 89, 186
나가마, 42, 149
차차차, 98, 155
다차타, 43, 166
타나자, 51, 144
마하가, 81, 148
파아가, 92, 163
사라하, 71, 152
자사다, 66, 151
마자자, 67, 165
타바카, 62, 161
다바나, 45, 178
나사사, 96, 142
차다나, 53, 189
마사가, 86, 170
나라가, 64, 153
가카나, 85, 182
타나파, 99, 166
가자가, 45, 187
카자타, 40, 148
라바차, 78, 181
파라파, 86, 198
사마라, 65, 195
마하자, 99, 186
카라바, 93, 171
마아다, 69, 176
카나타, 86, 185
하파아, 81, 196
아가아, 65, 173
차라가, 78, 175
라다가, 43, 173
카가나, 87, 174
사나나, 97, 147
하차다, 72, 173
카사하, 69, 159
사라타, 42, 187
바하바, 44, 191
바바라, 59, 164
나사차, 43, 181
차파사, 91, 170
라파차, 82, 155
다파나, 82, 172
아카가, 61, 157
바라타, 77, 144
나파마, 85, 161
가차파, 52, 166
바나가, 59, 178
타차타, 41, 167
하카나, 73, 175
가다라, 40, 178
카차자, 48, 169
마바다, 47, 186
사나자, 67, 163
파파아, 78, 164
하카자, 43, 150
하파마, 92, 198
다바타, 90, 188
차다자, 79, 170
아다다, 89, 186
카카파, 80, 171
하아타, 54, 172
파아사, 72, 142
나차아, 92, 174
다하아, 59, 179
사타타, 90, 187
자파하, 68, 168
파자나, 55, 161
나라사, 87, 171
